bed_id,hospital_id,department_id,bed_number,bed_type,availability_status
BED001439,H006,DEPT0087,ER-001,Emergency,Available
BED001440,H006,DEPT0087,ER-002,Emergency,Occupied
BED001441,H006,DEPT0087,ER-003,Emergency,Available
BED001442,H006,DEPT0087,ER-004,Emergency,Available
BED001443,H006,DEPT0087,ER-005,Emergency,Occupied
BED001444,H006,DEPT0087,ER-006,Emergency,Occupied
BED001445,H006,DEPT0087,ER-007,Emergency,Occupied
BED001446,H006,DEPT0087,ER-008,Emergency,Occupied
BED001447,H006,DEPT0087,ER-009,Emergency,Occupied
BED001448,H006,DEPT0087,ER-010,Emergency,Occupied
BED001449,H006,DEPT0087,ER-011,Emergency,Occupied
BED001450,H006,DEPT0087,ER-012,Emergency,Available
BED001451,H006,DEPT0087,ER-013,Emergency,Occupied
BED001452,H006,DEPT0087,ER-014,Emergency,Occupied
BED001453,H006,DEPT0087,ER-015,Emergency,Occupied
BED001454,H006,DEPT0087,ER-016,Emergency,Occupied
BED001455,H006,DEPT0087,ER-017,Emergency,Available
BED001456,H006,DEPT0087,ER-018,Emergency,Occupied
BED001457,H006,DEPT0087,ER-019,Emergency,Occupied
BED001458,H006,DEPT0087,ER-020,Emergency,Occupied
BED001459,H006,DEPT0087,ER-021,Emergency,Occupied
BED001460,H006,DEPT0087,ER-022,Emergency,Occupied
BED001461,H006,DEPT0087,ER-023,Emergency,Occupied
BED001462,H006,DEPT0087,ER-024,Emergency,Occupied
BED001463,H006,DEPT0087,ER-025,Emergency,Available
BED001464,H006,DEPT0087,ER-026,Emergency,Occupied
BED001465,H006,DEPT0087,ER-027,Emergency,Available
BED001466,H006,DEPT0087,ER-028,Emergency,Occupied
BED001467,H006,DEPT0087,ER-029,Emergency,Occupied
BED001468,H006,DEPT0087,ER-030,Emergency,Occupied
BED001469,H006,DEPT0087,ER-031,Emergency,Available
BED001470,H006,DEPT0087,ER-032,Emergency,Occupied
BED001471,H006,DEPT0087,ER-033,Emergency,Occupied
BED001472,H006,DEPT0087,ER-034,Emergency,Occupied
BED001473,H006,DEPT0087,ER-035,Emergency,Occupied
BED001474,H006,DEPT0087,ER-036,Emergency,Occupied
BED001475,H006,DEPT0087,ER-037,Emergency,Occupied
BED001476,H006,DEPT0087,ER-038,Emergency,Occupied
BED001477,H006,DEPT0087,ER-039,Emergency,Occupied
BED001478,H006,DEPT0087,ER-040,Emergency,Available
BED001479,H006,DEPT0089,INT-001,Standard,Occupied
BED001480,H006,DEPT0089,INT-002,Standard,Occupied
BED001481,H006,DEPT0089,INT-003,Standard,Available
BED001482,H006,DEPT0089,INT-004,Standard,Occupied
BED001483,H006,DEPT0089,INT-005,Standard,Available
BED001484,H006,DEPT0089,INT-006,Standard,Available
BED001485,H006,DEPT0089,INT-007,Standard,Occupied
BED001486,H006,DEPT0089,INT-008,Standard,Occupied
BED001487,H006,DEPT0089,INT-009,Standard,Available
BED001488,H006,DEPT0089,INT-010,Standard,Occupied
BED001489,H006,DEPT0089,INT-011,Standard,Under Maintenance
BED001490,H006,DEPT0089,INT-012,Standard,Occupied
BED001491,H006,DEPT0089,INT-013,Standard,Occupied
BED001492,H006,DEPT0089,INT-014,Standard,Available
BED001493,H006,DEPT0089,INT-015,Standard,Available
BED001494,H006,DEPT0089,INT-016,Standard,Occupied
BED001495,H006,DEPT0089,INT-017,Standard,Occupied
BED001496,H006,DEPT0089,INT-018,Standard,Available
BED001497,H006,DEPT0089,INT-019,Standard,Occupied
BED001498,H006,DEPT0089,INT-020,Standard,Occupied
BED001499,H006,DEPT0089,INT-021,Standard,Occupied
BED001500,H006,DEPT0089,INT-022,Standard,Occupied
BED001501,H006,DEPT0089,INT-023,Standard,Occupied
BED001502,H006,DEPT0089,INT-024,Standard,Occupied
BED001503,H006,DEPT0089,INT-025,Standard,Available
BED001504,H006,DEPT0089,INT-026,Standard,Available
BED001505,H006,DEPT0089,INT-027,Standard,Available
BED001506,H006,DEPT0090,CAR-001,Standard,Under Maintenance
BED001507,H006,DEPT0090,CAR-002,Standard,Occupied
BED001508,H006,DEPT0090,CAR-003,Standard,Available
BED001509,H006,DEPT0090,CAR-004,Standard,Available
BED001510,H006,DEPT0090,CAR-005,Standard,Occupied
BED001511,H006,DEPT0090,CAR-006,Standard,Occupied
BED001512,H006,DEPT0090,CAR-007,Standard,Occupied
BED001513,H006,DEPT0090,CAR-008,Standard,Available
BED001514,H006,DEPT0090,CAR-009,Standard,Occupied
BED001515,H006,DEPT0090,CAR-010,Standard,Occupied
BED001516,H006,DEPT0090,CAR-011,Standard,Available
BED001517,H006,DEPT0090,CAR-012,Standard,Available
BED001518,H006,DEPT0090,CAR-013,Standard,Under Maintenance
BED001519,H006,DEPT0090,CAR-014,Standard,Occupied
BED001520,H006,DEPT0090,CAR-015,Standard,Available
BED001521,H006,DEPT0090,CAR-016,Standard,Available
BED001522,H006,DEPT0090,CAR-017,Standard,Occupied
BED001523,H006,DEPT0090,CAR-018,Standard,Available
BED001524,H006,DEPT0090,CAR-019,Standard,Occupied
BED001525,H006,DEPT0090,CAR-020,Standard,Available
BED001526,H006,DEPT0090,CAR-021,Standard,Occupied
BED001527,H006,DEPT0090,CAR-022,Standard,Occupied
BED001528,H006,DEPT0090,CAR-023,Standard,Occupied
BED001529,H006,DEPT0090,CAR-024,Standard,Available
BED001530,H006,DEPT0090,CAR-025,Standard,Occupied
BED001531,H006,DEPT0090,CAR-026,Standard,Available
BED001532,H006,DEPT0090,CAR-027,Standard,Available
BED001533,H006,DEPT0091,PUL-001,Standard,Occupied
BED001534,H006,DEPT0091,PUL-002,Standard,Occupied
BED001535,H006,DEPT0091,PUL-003,Standard,Under Maintenance
BED001536,H006,DEPT0091,PUL-004,Standard,Occupied
BED001537,H006,DEPT0091,PUL-005,Standard,Occupied
BED001538,H006,DEPT0091,PUL-006,Standard,Occupied
BED001539,H006,DEPT0091,PUL-007,Standard,Available
BED001540,H006,DEPT0091,PUL-008,Standard,Occupied
BED001541,H006,DEPT0091,PUL-009,Standard,Available
BED001542,H006,DEPT0091,PUL-010,Standard,Occupied
BED001543,H006,DEPT0091,PUL-011,Standard,Available
BED001544,H006,DEPT0091,PUL-012,Standard,Available
BED001545,H006,DEPT0091,PUL-013,Standard,Available
BED001546,H006,DEPT0091,PUL-014,Standard,Occupied
BED001547,H006,DEPT0091,PUL-015,Standard,Under Maintenance
BED001548,H006,DEPT0091,PUL-016,Standard,Available
BED001549,H006,DEPT0091,PUL-017,Standard,Available
BED001550,H006,DEPT0091,PUL-018,Standard,Available
BED001551,H006,DEPT0091,PUL-019,Standard,Occupied
BED001552,H006,DEPT0091,PUL-020,Standard,Occupied
BED001553,H006,DEPT0091,PUL-021,Standard,Available
BED001554,H006,DEPT0091,PUL-022,Standard,Available
BED001555,H006,DEPT0091,PUL-023,Standard,Occupied
BED001556,H006,DEPT0091,PUL-024,Standard,Available
BED001557,H006,DEPT0091,PUL-025,Standard,Available
BED001558,H006,DEPT0091,PUL-026,Standard,Available
BED001559,H006,DEPT0091,PUL-027,Standard,Occupied
BED001560,H006,DEPT0092,NEU-001,Standard,Available
BED001561,H006,DEPT0092,NEU-002,Standard,Occupied
BED001562,H006,DEPT0092,NEU-003,Standard,Occupied
BED001563,H006,DEPT0092,NEU-004,Standard,Available
BED001564,H006,DEPT0092,NEU-005,Standard,Occupied
BED001565,H006,DEPT0092,NEU-006,Standard,Occupied
BED001566,H006,DEPT0092,NEU-007,Standard,Available
BED001567,H006,DEPT0092,NEU-008,Standard,Available
BED001568,H006,DEPT0092,NEU-009,Standard,Under Maintenance
BED001569,H006,DEPT0092,NEU-010,Standard,Occupied
BED001570,H006,DEPT0092,NEU-011,Standard,Occupied
BED001571,H006,DEPT0092,NEU-012,Standard,Occupied
BED001572,H006,DEPT0092,NEU-013,Standard,Available
BED001573,H006,DEPT0092,NEU-014,Standard,Available
BED001574,H006,DEPT0092,NEU-015,Standard,Occupied
BED001575,H006,DEPT0092,NEU-016,Standard,Available
BED001576,H006,DEPT0092,NEU-017,Standard,Occupied
BED001577,H006,DEPT0092,NEU-018,Standard,Available
BED001578,H006,DEPT0092,NEU-019,Standard,Available
BED001579,H006,DEPT0092,NEU-020,Standard,Occupied
BED001580,H006,DEPT0092,NEU-021,Standard,Occupied
BED001581,H006,DEPT0092,NEU-022,Standard,Occupied
BED001582,H006,DEPT0092,NEU-023,Standard,Available
BED001583,H006,DEPT0092,NEU-024,Standard,Occupied
BED001584,H006,DEPT0092,NEU-025,Standard,Available
BED001585,H006,DEPT0092,NEU-026,Standard,Occupied
BED001586,H006,DEPT0092,NEU-027,Standard,Occupied
BED001587,H006,DEPT0093,GAS-001,Standard,Occupied
BED001588,H006,DEPT0093,GAS-002,Standard,Occupied
BED001589,H006,DEPT0093,GAS-003,Standard,Available
BED001590,H006,DEPT0093,GAS-004,Standard,Occupied
BED001591,H006,DEPT0093,GAS-005,Standard,Available
BED001592,H006,DEPT0093,GAS-006,Standard,Occupied
BED001593,H006,DEPT0093,GAS-007,Standard,Occupied
BED001594,H006,DEPT0093,GAS-008,Standard,Occupied
BED001595,H006,DEPT0093,GAS-009,Standard,Available
BED001596,H006,DEPT0093,GAS-010,Standard,Occupied
BED001597,H006,DEPT0093,GAS-011,Standard,Available
BED001598,H006,DEPT0093,GAS-012,Standard,Occupied
BED001599,H006,DEPT0093,GAS-013,Standard,Occupied
BED001600,H006,DEPT0093,GAS-014,Standard,Available
BED001601,H006,DEPT0093,GAS-015,Standard,Available
BED001602,H006,DEPT0093,GAS-016,Standard,Occupied
BED001603,H006,DEPT0093,GAS-017,Standard,Available
BED001604,H006,DEPT0093,GAS-018,Standard,Occupied
BED001605,H006,DEPT0093,GAS-019,Standard,Occupied
BED001606,H006,DEPT0093,GAS-020,Standard,Occupied
BED001607,H006,DEPT0093,GAS-021,Standard,Occupied
BED001608,H006,DEPT0093,GAS-022,Standard,Available
BED001609,H006,DEPT0093,GAS-023,Standard,Occupied
BED001610,H006,DEPT0093,GAS-024,Standard,Occupied
BED001611,H006,DEPT0093,GAS-025,Standard,Occupied
BED001612,H006,DEPT0093,GAS-026,Standard,Occupied
BED001613,H006,DEPT0093,GAS-027,Standard,Available
BED001614,H006,DEPT0094,NEP-001,Standard,Occupied
BED001615,H006,DEPT0094,NEP-002,Standard,Occupied
BED001616,H006,DEPT0094,NEP-003,Standard,Occupied
BED001617,H006,DEPT0094,NEP-004,Standard,Available
BED001618,H006,DEPT0094,NEP-005,Standard,Occupied
BED001619,H006,DEPT0094,NEP-006,Standard,Occupied
BED001620,H006,DEPT0094,NEP-007,Standard,Available
BED001621,H006,DEPT0094,NEP-008,Standard,Available
BED001622,H006,DEPT0094,NEP-009,Standard,Available
BED001623,H006,DEPT0094,NEP-010,Standard,Available
BED001624,H006,DEPT0094,NEP-011,Standard,Occupied
BED001625,H006,DEPT0094,NEP-012,Standard,Occupied
BED001626,H006,DEPT0094,NEP-013,Standard,Available
BED001627,H006,DEPT0094,NEP-014,Standard,Occupied
BED001628,H006,DEPT0094,NEP-015,Standard,Occupied
BED001629,H006,DEPT0094,NEP-016,Standard,Available
BED001630,H006,DEPT0094,NEP-017,Standard,Available
BED001631,H006,DEPT0094,NEP-018,Standard,Available
BED001632,H006,DEPT0094,NEP-019,Standard,Available
BED001633,H006,DEPT0094,NEP-020,Standard,Occupied
BED001634,H006,DEPT0094,NEP-021,Standard,Available
BED001635,H006,DEPT0094,NEP-022,Standard,Occupied
BED001636,H006,DEPT0094,NEP-023,Standard,Available
BED001637,H006,DEPT0094,NEP-024,Standard,Occupied
BED001638,H006,DEPT0094,NEP-025,Standard,Available
BED001639,H006,DEPT0094,NEP-026,Standard,Under Maintenance
BED001640,H006,DEPT0094,NEP-027,Standard,Occupied
BED001641,H006,DEPT0095,END-001,Standard,Occupied
BED001642,H006,DEPT0095,END-002,Standard,Occupied
BED001643,H006,DEPT0095,END-003,Standard,Available
BED001644,H006,DEPT0095,END-004,Standard,Occupied
BED001645,H006,DEPT0095,END-005,Standard,Occupied
BED001646,H006,DEPT0095,END-006,Standard,Occupied
BED001647,H006,DEPT0095,END-007,Standard,Available
BED001648,H006,DEPT0095,END-008,Standard,Occupied
BED001649,H006,DEPT0095,END-009,Standard,Occupied
BED001650,H006,DEPT0095,END-010,Standard,Occupied
BED001651,H006,DEPT0095,END-011,Standard,Occupied
BED001652,H006,DEPT0095,END-012,Standard,Available
BED001653,H006,DEPT0095,END-013,Standard,Occupied
BED001654,H006,DEPT0095,END-014,Standard,Available
BED001655,H006,DEPT0095,END-015,Standard,Available
BED001656,H006,DEPT0095,END-016,Standard,Occupied
BED001657,H006,DEPT0095,END-017,Standard,Occupied
BED001658,H006,DEPT0095,END-018,Standard,Under Maintenance
BED001659,H006,DEPT0095,END-019,Standard,Occupied
BED001660,H006,DEPT0095,END-020,Standard,Occupied
BED001661,H006,DEPT0095,END-021,Standard,Occupied
BED001662,H006,DEPT0095,END-022,Standard,Occupied
BED001663,H006,DEPT0095,END-023,Standard,Occupied
BED001664,H006,DEPT0095,END-024,Standard,Occupied
BED001665,H006,DEPT0095,END-025,Standard,Available
BED001666,H006,DEPT0095,END-026,Standard,Occupied
BED001667,H006,DEPT0095,END-027,Standard,Available
BED001668,H006,DEPT0096,ORT-001,Standard,Available
BED001669,H006,DEPT0096,ORT-002,Standard,Available
BED001670,H006,DEPT0096,ORT-003,Standard,Under Maintenance
BED001671,H006,DEPT0096,ORT-004,Standard,Occupied
BED001672,H006,DEPT0096,ORT-005,Standard,Occupied
BED001673,H006,DEPT0096,ORT-006,Standard,Occupied
BED001674,H006,DEPT0096,ORT-007,Standard,Occupied
BED001675,H006,DEPT0096,ORT-008,Standard,Occupied
BED001676,H006,DEPT0096,ORT-009,Standard,Occupied
BED001677,H006,DEPT0096,ORT-010,Standard,Occupied
BED001678,H006,DEPT0096,ORT-011,Standard,Occupied
BED001679,H006,DEPT0096,ORT-012,Standard,Occupied
BED001680,H006,DEPT0096,ORT-013,Standard,Occupied
BED001681,H006,DEPT0096,ORT-014,Standard,Occupied
BED001682,H006,DEPT0096,ORT-015,Standard,Occupied
BED001683,H006,DEPT0096,ORT-016,Standard,Occupied
BED001684,H006,DEPT0096,ORT-017,Standard,Occupied
BED001685,H006,DEPT0096,ORT-018,Standard,Available
BED001686,H006,DEPT0096,ORT-019,Standard,Available
BED001687,H006,DEPT0096,ORT-020,Standard,Available
BED001688,H006,DEPT0096,ORT-021,Standard,Occupied
BED001689,H006,DEPT0096,ORT-022,Standard,Occupied
BED001690,H006,DEPT0096,ORT-023,Standard,Occupied
BED001691,H006,DEPT0096,ORT-024,Standard,Occupied
BED001692,H006,DEPT0096,ORT-025,Standard,Occupied
BED001693,H006,DEPT0096,ORT-026,Standard,Occupied
BED001694,H006,DEPT0096,ORT-027,Standard,Available
BED001695,H006,DEPT0097,GEN-001,Standard,Occupied
BED001696,H006,DEPT0097,GEN-002,Standard,Occupied
BED001697,H006,DEPT0097,GEN-003,Standard,Occupied
BED001698,H006,DEPT0097,GEN-004,Standard,Available
BED001699,H006,DEPT0097,GEN-005,Standard,Occupied
BED001700,H006,DEPT0097,GEN-006,Standard,Available
BED001701,H006,DEPT0097,GEN-007,Standard,Occupied
BED001702,H006,DEPT0097,GEN-008,Standard,Occupied
BED001703,H006,DEPT0097,GEN-009,Standard,Available
BED001704,H006,DEPT0097,GEN-010,Standard,Occupied
BED001705,H006,DEPT0097,GEN-011,Standard,Occupied
BED001706,H006,DEPT0097,GEN-012,Standard,Available
BED001707,H006,DEPT0097,GEN-013,Standard,Occupied
BED001708,H006,DEPT0097,GEN-014,Standard,Occupied
BED001709,H006,DEPT0097,GEN-015,Standard,Occupied
BED001710,H006,DEPT0097,GEN-016,Standard,Available
BED001711,H006,DEPT0097,GEN-017,Standard,Occupied
BED001712,H006,DEPT0097,GEN-018,Standard,Occupied
BED001713,H006,DEPT0097,GEN-019,Standard,Occupied
BED001714,H006,DEPT0097,GEN-020,Standard,Occupied
BED001715,H006,DEPT0097,GEN-021,Standard,Available
BED001716,H006,DEPT0097,GEN-022,Standard,Available
BED001717,H006,DEPT0097,GEN-023,Standard,Occupied
BED001718,H006,DEPT0097,GEN-024,Standard,Occupied
BED001719,H006,DEPT0097,GEN-025,Standard,Occupied
BED001720,H006,DEPT0097,GEN-026,Standard,Available
BED001721,H006,DEPT0097,GEN-027,Standard,Occupied
BED001722,H006,DEPT0098,PED-001,Standard,Available
BED001723,H006,DEPT0098,PED-002,Standard,Occupied
BED001724,H006,DEPT0098,PED-003,Standard,Occupied
BED001725,H006,DEPT0098,PED-004,Standard,Available
BED001726,H006,DEPT0098,PED-005,Standard,Occupied
BED001727,H006,DEPT0098,PED-006,Standard,Occupied
BED001728,H006,DEPT0098,PED-007,Standard,Occupied
BED001729,H006,DEPT0098,PED-008,Standard,Occupied
BED001730,H006,DEPT0098,PED-009,Standard,Occupied
BED001731,H006,DEPT0098,PED-010,Standard,Occupied
BED001732,H006,DEPT0098,PED-011,Standard,Occupied
BED001733,H006,DEPT0098,PED-012,Standard,Occupied
BED001734,H006,DEPT0098,PED-013,Standard,Occupied
BED001735,H006,DEPT0098,PED-014,Standard,Available
BED001736,H006,DEPT0098,PED-015,Standard,Occupied
BED001737,H006,DEPT0098,PED-016,Standard,Occupied
BED001738,H006,DEPT0098,PED-017,Standard,Available
BED001739,H006,DEPT0098,PED-018,Standard,Available
BED001740,H006,DEPT0098,PED-019,Standard,Occupied
BED001741,H006,DEPT0098,PED-020,Standard,Occupied
BED001742,H006,DEPT0098,PED-021,Standard,Available
BED001743,H006,DEPT0098,PED-022,Standard,Occupied
BED001744,H006,DEPT0098,PED-023,Standard,Available
BED001745,H006,DEPT0098,PED-024,Standard,Occupied
BED001746,H006,DEPT0098,PED-025,Standard,Available
BED001747,H006,DEPT0098,PED-026,Standard,Available
BED001748,H006,DEPT0098,PED-027,Standard,Occupied
BED001749,H006,DEPT0099,OBS-001,Standard,Available
BED001750,H006,DEPT0099,OBS-002,Standard,Available
BED001751,H006,DEPT0099,OBS-003,Standard,Available
BED001752,H006,DEPT0099,OBS-004,Standard,Occupied
BED001753,H006,DEPT0099,OBS-005,Standard,Available
BED001754,H006,DEPT0099,OBS-006,Standard,Available
BED001755,H006,DEPT0099,OBS-007,Standard,Available
BED001756,H006,DEPT0099,OBS-008,Standard,Available
BED001757,H006,DEPT0099,OBS-009,Standard,Available
BED001758,H006,DEPT0099,OBS-010,Standard,Available
BED001759,H006,DEPT0099,OBS-011,Standard,Occupied
BED001760,H006,DEPT0099,OBS-012,Standard,Occupied
BED001761,H006,DEPT0099,OBS-013,Standard,Available
BED001762,H006,DEPT0099,OBS-014,Standard,Available
BED001763,H006,DEPT0099,OBS-015,Standard,Occupied
BED001764,H006,DEPT0099,OBS-016,Standard,Occupied
BED001765,H006,DEPT0099,OBS-017,Standard,Available
BED001766,H006,DEPT0099,OBS-018,Standard,Occupied
BED001767,H006,DEPT0099,OBS-019,Standard,Available
BED001768,H006,DEPT0099,OBS-020,Standard,Available
BED001769,H006,DEPT0099,OBS-021,Standard,Available
BED001770,H006,DEPT0099,OBS-022,Standard,Under Maintenance
BED001771,H006,DEPT0099,OBS-023,Standard,Occupied
BED001772,H006,DEPT0099,OBS-024,Standard,Occupied
BED001773,H006,DEPT0099,OBS-025,Standard,Occupied
BED001774,H006,DEPT0099,OBS-026,Standard,Occupied
BED001775,H006,DEPT0099,OBS-027,Standard,Occupied
BED001776,H006,DEPT0100,DER-001,Standard,Available
BED001777,H006,DEPT0100,DER-002,Standard,Available
BED001778,H006,DEPT0100,DER-003,Standard,Occupied
BED001779,H006,DEPT0100,DER-004,Standard,Available
BED001780,H006,DEPT0100,DER-005,Standard,Available
BED001781,H006,DEPT0100,DER-006,Standard,Available
BED001782,H006,DEPT0100,DER-007,Standard,Available
BED001783,H006,DEPT0100,DER-008,Standard,Occupied
BED001784,H006,DEPT0100,DER-009,Standard,Available
BED001785,H006,DEPT0100,DER-010,Standard,Available
BED001786,H006,DEPT0100,DER-011,Standard,Available
BED001787,H006,DEPT0100,DER-012,Standard,Occupied
BED001788,H006,DEPT0100,DER-013,Standard,Available
BED001789,H006,DEPT0100,DER-014,Standard,Available
BED001790,H006,DEPT0100,DER-015,Standard,Available
BED001791,H006,DEPT0100,DER-016,Standard,Available
BED001792,H006,DEPT0100,DER-017,Standard,Available
BED001793,H006,DEPT0100,DER-018,Standard,Occupied
BED001794,H006,DEPT0100,DER-019,Standard,Available
BED001795,H006,DEPT0100,DER-020,Standard,Available
BED001796,H006,DEPT0100,DER-021,Standard,Available
BED001797,H006,DEPT0100,DER-022,Standard,Occupied
BED001798,H006,DEPT0100,DER-023,Standard,Available
BED001799,H006,DEPT0100,DER-024,Standard,Occupied
BED001800,H006,DEPT0100,DER-025,Standard,Under Maintenance
BED001801,H006,DEPT0100,DER-026,Standard,Occupied
BED001802,H006,DEPT0100,DER-027,Standard,Available
BED001803,H006,DEPT0101,ENT-001,Standard,Occupied
BED001804,H006,DEPT0101,ENT-002,Standard,Under Maintenance
BED001805,H006,DEPT0101,ENT-003,Standard,Available
BED001806,H006,DEPT0101,ENT-004,Standard,Under Maintenance
BED001807,H006,DEPT0101,ENT-005,Standard,Occupied
BED001808,H006,DEPT0101,ENT-006,Standard,Occupied
BED001809,H006,DEPT0101,ENT-007,Standard,Occupied
BED001810,H006,DEPT0101,ENT-008,Standard,Occupied
BED001811,H006,DEPT0101,ENT-009,Standard,Occupied
BED001812,H006,DEPT0101,ENT-010,Standard,Occupied
BED001813,H006,DEPT0101,ENT-011,Standard,Available
BED001814,H006,DEPT0101,ENT-012,Standard,Available
BED001815,H006,DEPT0101,ENT-013,Standard,Available
BED001816,H006,DEPT0101,ENT-014,Standard,Available
BED001817,H006,DEPT0101,ENT-015,Standard,Occupied
BED001818,H006,DEPT0101,ENT-016,Standard,Available
BED001819,H006,DEPT0101,ENT-017,Standard,Available
BED001820,H006,DEPT0101,ENT-018,Standard,Occupied
BED001821,H006,DEPT0101,ENT-019,Standard,Occupied
BED001822,H006,DEPT0101,ENT-020,Standard,Occupied
BED001823,H006,DEPT0101,ENT-021,Standard,Occupied
BED001824,H006,DEPT0101,ENT-022,Standard,Occupied
BED001825,H006,DEPT0101,ENT-023,Standard,Occupied
BED001826,H006,DEPT0101,ENT-024,Standard,Available
BED001827,H006,DEPT0101,ENT-025,Standard,Available
BED001828,H006,DEPT0101,ENT-026,Standard,Occupied
BED001829,H006,DEPT0101,ENT-027,Standard,Occupied
BED001830,H006,DEPT0102,PSY-001,Standard,Available
BED001831,H006,DEPT0102,PSY-002,Standard,Available
BED001832,H006,DEPT0102,PSY-003,Standard,Available
BED001833,H006,DEPT0102,PSY-004,Standard,Occupied
BED001834,H006,DEPT0102,PSY-005,Standard,Available
BED001835,H006,DEPT0102,PSY-006,Standard,Available
BED001836,H006,DEPT0102,PSY-007,Standard,Occupied
BED001837,H006,DEPT0102,PSY-008,Standard,Occupied
BED001838,H006,DEPT0102,PSY-009,Standard,Available
BED001839,H006,DEPT0102,PSY-010,Standard,Available
BED001840,H006,DEPT0102,PSY-011,Standard,Available
BED001841,H006,DEPT0102,PSY-012,Standard,Available
BED001842,H006,DEPT0102,PSY-013,Standard,Occupied
BED001843,H006,DEPT0102,PSY-014,Standard,Available
BED001844,H006,DEPT0102,PSY-015,Standard,Under Maintenance
BED001845,H006,DEPT0102,PSY-016,Standard,Available
BED001846,H006,DEPT0102,PSY-017,Standard,Occupied
BED001847,H006,DEPT0102,PSY-018,Standard,Occupied
BED001848,H006,DEPT0102,PSY-019,Standard,Available
BED001849,H006,DEPT0102,PSY-020,Standard,Available
BED001850,H006,DEPT0102,PSY-021,Standard,Occupied
BED001851,H006,DEPT0102,PSY-022,Standard,Available
BED001852,H006,DEPT0102,PSY-023,Standard,Occupied
BED001853,H006,DEPT0102,PSY-024,Standard,Occupied
BED001854,H006,DEPT0102,PSY-025,Standard,Under Maintenance
BED001855,H006,DEPT0102,PSY-026,Standard,Available
BED001856,H006,DEPT0102,PSY-027,Standard,Available
BED001857,H006,DEPT0103,ONC-001,Standard,Occupied
BED001858,H006,DEPT0103,ONC-002,Standard,Available
BED001859,H006,DEPT0103,ONC-003,Standard,Available
BED001860,H006,DEPT0103,ONC-004,Standard,Occupied
BED001861,H006,DEPT0103,ONC-005,Standard,Occupied
BED001862,H006,DEPT0103,ONC-006,Standard,Occupied
BED001863,H006,DEPT0103,ONC-007,Standard,Available
BED001864,H006,DEPT0103,ONC-008,Standard,Occupied
BED001865,H006,DEPT0103,ONC-009,Standard,Occupied
BED001866,H006,DEPT0103,ONC-010,Standard,Available
BED001867,H006,DEPT0103,ONC-011,Standard,Occupied
BED001868,H006,DEPT0103,ONC-012,Standard,Available
BED001869,H006,DEPT0103,ONC-013,Standard,Occupied
BED001870,H006,DEPT0103,ONC-014,Standard,Occupied
BED001871,H006,DEPT0103,ONC-015,Standard,Occupied
BED001872,H006,DEPT0103,ONC-016,Standard,Occupied
BED001873,H006,DEPT0103,ONC-017,Standard,Available
BED001874,H006,DEPT0103,ONC-018,Standard,Available
BED001875,H006,DEPT0103,ONC-019,Standard,Occupied
BED001876,H006,DEPT0103,ONC-020,Standard,Available
BED001877,H006,DEPT0103,ONC-021,Standard,Available
BED001878,H006,DEPT0103,ONC-022,Standard,Occupied
BED001879,H006,DEPT0103,ONC-023,Standard,Occupied
BED001880,H006,DEPT0103,ONC-024,Standard,Occupied
BED001881,H006,DEPT0103,ONC-025,Standard,Occupied
BED001882,H006,DEPT0103,ONC-026,Standard,Occupied
BED001883,H006,DEPT0103,ONC-027,Standard,Occupied
BED001884,H007,DEPT0108,ICU-001,ICU,Occupied
BED001885,H007,DEPT0108,ICU-002,ICU,Occupied
BED001886,H007,DEPT0108,ICU-003,ICU,Occupied
BED001887,H007,DEPT0108,ICU-004,ICU,Occupied
BED001888,H007,DEPT0108,ICU-005,ICU,Occupied
BED001889,H007,DEPT0108,ICU-006,ICU,Available
BED001890,H007,DEPT0108,ICU-007,ICU,Occupied
BED001891,H007,DEPT0108,ICU-008,ICU,Occupied
BED001892,H007,DEPT0108,ICU-009,ICU,Occupied
BED001893,H007,DEPT0108,ICU-010,ICU,Available
BED001894,H007,DEPT0108,ICU-011,ICU,Occupied
BED001895,H007,DEPT0108,ICU-012,ICU,Available
BED001896,H007,DEPT0108,ICU-013,ICU,Occupied
BED001897,H007,DEPT0108,ICU-014,ICU,Occupied
BED001898,H007,DEPT0108,ICU-015,ICU,Occupied
BED001899,H007,DEPT0107,ER-001,Emergency,Available
BED001900,H007,DEPT0107,ER-002,Emergency,Occupied
BED001901,H007,DEPT0107,ER-003,Emergency,Occupied
BED001902,H007,DEPT0107,ER-004,Emergency,Occupied
BED001903,H007,DEPT0107,ER-005,Emergency,Occupied
BED001904,H007,DEPT0107,ER-006,Emergency,Available
BED001905,H007,DEPT0107,ER-007,Emergency,Available
BED001906,H007,DEPT0107,ER-008,Emergency,Occupied
BED001907,H007,DEPT0107,ER-009,Emergency,Available
BED001908,H007,DEPT0107,ER-010,Emergency,Available
BED001909,H007,DEPT0107,ER-011,Emergency,Occupied
BED001910,H007,DEPT0107,ER-012,Emergency,Occupied
BED001911,H007,DEPT0109,INT-001,Standard,Available
BED001912,H007,DEPT0109,INT-002,Standard,Occupied
BED001913,H007,DEPT0109,INT-003,Standard,Occupied
BED001914,H007,DEPT0109,INT-004,Standard,Available
BED001915,H007,DEPT0109,INT-005,Standard,Occupied
BED001916,H007,DEPT0109,INT-006,Standard,Occupied
BED001917,H007,DEPT0109,INT-007,Standard,Under Maintenance
BED001918,H007,DEPT0109,INT-008,Standard,Occupied
BED001919,H007,DEPT0109,INT-009,Standard,Available
